X1,Eff..PAI,True.PAI,method1,method2,site,plot,year,month,fcover,se_for_true_PAI,Direct_fapar,Diffuse_fapar,final_FAPAR,plot_code,CF
CE V6.1,2.57,4.28,CE,P180,ANK,1,2016,3,0.753485135,0.088600229,0.84174802,0.867563263,0.862400214,ANK-01,0.60046729
CE V6.1,2.81,4.72,CE,P180,ANK,1,2016,4,0.786187573,0.106112037,0.87027909,0.889216394,0.885428933,ANK-01,0.595338983
CE V6.1,2.46,4.12,CE,P180,ANK,1,2017,1,0.842962176,0.091638825,0.872147695,0.885932349,0.883175418,ANK-01,0.597087379
CE V6.1,2.43,4.09,CE,P180,ANK,1,2017,2,0.816939031,0.078629617,0.858579203,0.87500146,0.871717009,ANK-01,0.594132029
CE V6.1,2.29,3.8,CE,P180,ANK,1,2017,3,0.841590562,0.108703727,0.852161098,0.867411896,0.864361736,ANK-01,0.602631579
CE V6.1,2.66,4.52,CE,P180,ANK,1,2017,4,0.767352975,0.093663697,0.847495693,0.872194945,0.867255095,ANK-01,0.588495575
CE V6.1,2.8,4.97,CE,P180,ANK,1,2017,5,0.765530608,0.111643886,0.863064492,0.883974575,0.879792558,ANK-01,0.563380282
CE V6.1,2.61,4.57,CE,P180,ANK,1,2017,6,0.810208343,0.121549343,0.870580287,0.886704831,0.883479922,ANK-01,0.571115974
CE V6.1,3.06,5.26,CE,P180,ANK,1,2017,7,0.793171655,0.160859498,0.873712543,0.89918505,0.894090549,ANK-01,0.581749049
CE V6.1,2.94,5.09,CE,P180,ANK,1,2017,8,0.828294272,0.102078455,0.885103933,0.901545074,0.898256846,ANK-01,0.577603143
CE V6.1,2.76,4.82,CE,P180,ANK,1,2017,9,0.80915629,0.111029173,0.87118418,0.889294601,0.885672517,ANK-01,0.572614108
CE V6.1,2.8,4.88,CE,P180,ANK,1,2017,10,0.802045857,0.119467089,0.867566752,0.889025604,0.884733834,ANK-01,0.573770492
CE V6.1,2.78,4.79,CE,P180,ANK,1,2017,11,0.810627257,0.111621156,0.865858159,0.884410557,0.880700077,ANK-01,0.580375783
CE V6.1,2.74,4.58,CE,P180,ANK,1,2017,12,0.857802767,0.100969243,0.890708873,0.902672035,0.900279402,ANK-01,0.598253275
CE V6.1,2.38,3.94,CE,P180,ANK,2,2016,1,0.808888043,0.049953772,0.852138421,0.869374095,0.86592696,ANK-02,0.604060914
CE V6.1,2.36,3.88,CE,P180,ANK,2,2016,3,0.763351001,0.050810661,0.853884089,0.868073655,0.865235742,ANK-02,0.608247423
CE V6.1,2.46,4.01,CE,P180,ANK,2,2016,4,0.796107912,0.072096184,0.850316374,0.869587587,0.865733345,ANK-02,0.613466334
CE V6.1,2.52,4.22,CE,P180,ANK,2,2017,1,0.84127475,0.102746985,0.858431716,0.878932559,0.874832391,ANK-02,0.597156398
CE V6.1,2.52,4.17,CE,P180,ANK,2,2017,2,0.854480174,0.117580489,0.854052801,0.87615713,0.871736264,ANK-02,0.604316547
CE V6.1,2.36,3.86,CE,P180,ANK,2,2017,3,0.806702227,0.109112531,0.847512797,0.868937257,0.864652365,ANK-02,0.611398964
CE V6.1,2.65,4.45,CE,P180,ANK,2,2017,4,0.845604996,0.102087192,0.859117898,0.880127249,0.875925379,ANK-02,0.595505618
CE V6.1,2.62,4.31,CE,P180,ANK,2,2017,5,0.811016755,0.11307553,0.858974536,0.880559311,0.876242356,ANK-02,0.607888631
CE V6.1,2.54,4.23,CE,P180,ANK,2,2017,6,0.879870752,0.102609388,0.86783999,0.887749607,0.883767684,ANK-02,0.600472813
CE V6.1,2.77,4.69,CE,P180,ANK,2,2017,7,0.809959268,0.291167333,0.873018004,0.889882091,0.886509274,ANK-02,0.590618337
CE V6.1,2.72,4.66,CE,P180,ANK,2,2017,8,0.793165074,0.15345345,0.864711096,0.885550757,0.881382825,ANK-02,0.583690987
CE V6.1,2.78,4.66,CE,P180,ANK,2,2017,9,0.864786903,0.156971145,0.882522834,0.900836588,0.897173838,ANK-02,0.596566524
CE V6.1,2.66,4.35,CE,P180,ANK,2,2017,10,0.881780231,0.113119395,0.892301184,0.904762802,0.902270478,ANK-02,0.611494253
CE V6.1,2.65,4.41,CE,P180,ANK,2,2017,11,0.801497329,0.100445677,0.862518818,0.882644548,0.878619402,ANK-02,0.600907029
CE V6.1,2.63,4.35,CE,P180,ANK,2,2017,12,0.843947377,0.097218589,0.869076886,0.885802688,0.882457527,ANK-02,0.604597701
CE V6.1,2.99,4.95,CE,P180,ANK,3,2016,1,0.79204726,0.095850273,0.869579074,0.891234419,0.88690335,ANK-03,0.604040404
CE V6.1,2.74,4.46,CE,P180,ANK,3,2016,3,0.799817796,0.062675147,0.871780245,0.889103086,0.885638518,ANK-03,0.614349776
CE V6.1,2.75,4.51,CE,P180,ANK,3,2016,4,0.836547086,0.103086285,0.883511348,0.898241716,0.895295642,ANK-03,0.609756098
CE V6.1,2.6,4.44,CE,P180,ANK,3,2017,1,0.781036076,0.102513149,0.86948428,0.884580889,0.881561568,ANK-03,0.585585586
CE V6.1,2.64,4.23,CE,P180,ANK,3,2017,2,0.713947242,0.088651053,0.84728382,0.872150876,0.867177465,ANK-03,0.624113475
CE V6.1,2.65,4.43,CE,P180,ANK,3,2017,3,0.730672778,0.078509499,0.848142983,0.869293013,0.865063007,ANK-03,0.598194131
CE V6.1,2.82,4.72,CE,P180,ANK,3,2017,4,0.730573878,0.101042336,0.852206505,0.878432277,0.873187122,ANK-03,0.597457627
CE V6.1,2.71,4.5,CE,P180,ANK,3,2017,5,0.716523953,0.096731608,0.856036681,0.87809304,0.873681768,ANK-03,0.602222222
CE V6.1,2.98,5.28,CE,P180,ANK,3,2017,6,0.673284068,NA,0.855854195,0.879873357,0.875069525,ANK-03,0.564393939
CE V6.1,3.15,5.39,CE,P180,ANK,3,2017,7,0.723276472,0.20606496,0.864556729,0.88984795,0.884789706,ANK-03,0.584415584
CE V6.1,3.14,5.45,CE,P180,ANK,3,2017,8,0.754069432,0.192203111,0.870603259,0.895058795,0.890167688,ANK-03,0.576146789
CE V6.1,3.12,5.31,CE,P180,ANK,3,2017,9,0.770680361,0.187096285,0.874398085,0.898874549,0.893979256,ANK-03,0.587570621
CE V6.1,2.99,5.19,CE,P180,ANK,3,2017,10,0.728986061,0.215389818,0.854085951,0.8830699,0.87727311,ANK-03,0.5761079
CE V6.1,2.75,4.72,CE,P180,ANK,3,2017,11,0.744467465,0.205515989,0.847901916,0.873375495,0.868280779,ANK-03,0.582627119
CE V6.1,2.89,5,CE,P180,ANK,3,2017,12,0.788834541,0.184483429,0.868282566,0.889025958,0.884877279,ANK-03,0.578
CE V6.1,2.41,3.96,CE,P180,BOB,1,2012,3,0.648377932,0.168193077,0.847001359,0.852213607,0.851171158,BOB-01,0.608585859
CE V6.1,2.4,4.04,CE,P180,BOB,1,2012,4,0.772511279,0.14767371,0.84293997,0.857885607,0.85489648,BOB-01,0.594059406
CE V6.1,2.32,3.88,CE,P180,BOB,1,2012,5,0.805104253,0.181377361,0.847348001,0.860469274,0.857845019,BOB-01,0.597938144
CE V6.1,2.24,3.68,CE,P180,BOB,1,2012,6,0.821053764,0.146595002,0.833181231,0.850005834,0.846640914,BOB-01,0.608695652
CE V6.1,2.5,4.44,CE,P180,BOB,1,2012,7,0.844795185,0.17473528,0.862200609,0.876834523,0.87390774,BOB-01,0.563063063
CE V6.1,2.49,4.27,CE,P180,BOB,1,2012,8,0.815965804,0.148099179,0.856118348,0.872361304,0.869112713,BOB-01,0.583138173
CE V6.1,2.26,3.72,CE,P180,BOB,1,2012,9,0.797249244,0.145623391,0.83850338,0.854600562,0.851381126,BOB-01,0.607526882
CE V6.1,2.27,3.77,CE,P180,BOB,1,2012,10,0.791285796,0.129516432,0.839976446,0.854022116,0.851212982,BOB-01,0.602122016
CE V6.1,2.71,5.02,CE,P180,BOB,1,2012,11,0.744776626,0.233550884,0.849934461,0.868949692,0.865146645,BOB-01,0.539840637
CE V6.1,2.26,3.77,CE,P180,BOB,1,2012,12,0.816554456,0.13641664,0.839582769,0.856602118,0.853198248,BOB-01,0.599469496
CE V6.1,2.26,3.72,CE,P180,BOB,1,2013,2,0.706221043,0.132699089,0.807644964,0.82876836,0.824543681,BOB-01,0.607526882
CE V6.1,2.5,4.4,CE,P180,BOB,1,2013,11,0.804006897,0.139605807,0.867621521,0.877273233,0.87534289,BOB-01,0.568181818
CE V6.1,2.12,3.45,CE,P180,BOB,1,2014,1,0.742968693,0.106340027,0.826404787,0.837871335,0.835578025,BOB-01,0.614492754
CE V6.1,2.15,3.55,CE,P180,BOB,1,2014,2,0.711564037,0.064932843,0.826576604,0.838022407,0.835733246,BOB-01,0.605633803
CE V6.1,2.24,3.72,CE,P180,BOB,1,2014,3,0.748404527,0.054034125,0.842180975,0.851576898,0.849697713,BOB-01,0.602150538
CE V6.1,2.36,4.08,CE,P180,BOB,1,2014,4,0.726246936,0.07449073,0.855446332,0.861130308,0.859993513,BOB-01,0.578431373
CE V6.1,2.48,4.4,CE,P180,BOB,1,2014,5,0.772145105,0.06716875,0.856438351,0.86754447,0.865323246,BOB-01,0.563636364
CE V6.1,2.34,3.94,CE,P180,BOB,2,2012,5,0.680088068,0.085815381,0.836713618,0.848341443,0.846015878,BOB-02,0.593908629
CE V6.1,2.7,4.78,CE,P180,BOB,2,2012,7,0.699163994,0.165712462,0.865832931,0.872872284,0.871464414,BOB-02,0.564853556
CE V6.1,2.61,4.51,CE,P180,BOB,2,2012,8,0.715906411,0.118606681,0.87062416,0.87551783,0.874539096,BOB-02,0.578713969
CE V6.1,2.78,4.95,CE,P180,BOB,2,2012,9,0.725032803,0.145765787,0.861658598,0.874853853,0.872214802,BOB-02,0.561616162
CE V6.1,2.41,3.96,CE,P180,BOB,2,2012,11,0.73106903,0.121992593,0.846650833,0.856433803,0.854477209,BOB-02,0.608585859
CE V6.1,2.23,3.51,CE,P180,BOB,2,2012,12,0.679248286,0.080618817,0.820795557,0.830818048,0.82881355,BOB-02,0.635327635
CE V6.1,2.28,3.71,CE,P180,BOB,2,2013,1,0.687509641,0.090843272,0.809644877,0.826959101,0.823496256,BOB-02,0.614555256
CE V6.1,2.37,4.01,CE,P180,BOB,2,2013,3,0.709754178,0.081206221,0.826543307,0.841366568,0.838401916,BOB-02,0.591022444
CE V6.1,2.38,3.93,CE,P180,BOB,2,2013,4,0.700320667,0.113748457,0.823699497,0.839892504,0.836653903,BOB-02,0.605597964
CE V6.1,2.5,4.13,CE,P180,BOB,2,2013,5,0.705689213,0.104870549,0.841622056,0.853553366,0.851167104,BOB-02,0.605326877
CE V6.1,2.29,3.86,CE,P180,BOB,2,2013,6,0.720164993,0.104250402,0.850177496,0.856219509,0.855011107,BOB-02,0.593264249
CE V6.1,2.46,4.34,CE,P180,BOB,2,2013,10,0.574410599,0.090468348,0.863544721,0.861585053,0.861976987,BOB-02,0.566820276
CE V6.1,2.29,3.82,CE,P180,BOB,2,2014,1,0.713290388,0.080037414,0.844334338,0.851739801,0.850258708,BOB-02,0.59947644
CE V6.1,2.22,3.74,CE,P180,BOB,2,2014,2,0.699883249,0.063701041,0.836183763,0.845498743,0.843635747,BOB-02,0.593582888
CE V6.1,2.46,4.35,CE,P180,BOB,2,2014,3,0.641725098,0.082293792,0.840533182,0.848545652,0.846943158,BOB-02,0.565517241
CE V6.1,2.27,3.82,CE,P180,BOB,2,2014,4,0.643128552,0.09743848,0.832647369,0.841315639,0.839581985,BOB-02,0.594240838
CE V6.1,2.78,4.76,CE,P180,BOB,2,2014,5,0.684054647,0.078671131,0.878090163,0.881683989,0.880965224,BOB-02,0.584033613
CE V6.1,2.17,3.41,CE,P180,BOB,3,2012,3,0.764727521,0.092235443,0.810307712,0.83049456,0.82645719,BOB-03,0.636363636
CE V6.1,2.05,3.36,CE,P180,BOB,3,2012,4,0.77255384,0.101401078,0.817564035,0.836292043,0.832546441,BOB-03,0.610119048
CE V6.1,2.15,3.58,CE,P180,BOB,3,2012,5,0.768901652,0.097526404,0.831926228,0.846264119,0.843396541,BOB-03,0.600558659
CE V6.1,2.6,4.78,CE,P180,BOB,3,2012,7,0.757739601,0.120821034,0.859885076,0.872297808,0.869815262,BOB-03,0.543933054
CE V6.1,2.48,4.38,CE,P180,BOB,3,2012,8,0.742956969,0.106807676,0.857595108,0.868645896,0.866435739,BOB-03,0.566210046
CE V6.1,2.24,3.79,CE,P180,BOB,3,2012,9,0.767230248,0.126599908,0.841696806,0.854107523,0.85162538,BOB-03,0.591029024
CE V6.1,2.23,3.83,CE,P180,BOB,3,2012,10,0.775681337,0.11135158,0.84693158,0.859952423,0.857348254,BOB-03,0.582245431
CE V6.1,2.67,4.9,CE,P180,BOB,3,2012,11,0.728985666,0.196834959,0.84792129,0.868556348,0.864429337,BOB-03,0.544897959
CE V6.1,2.32,3.87,CE,P180,BOB,3,2012,12,0.766328492,0.113697587,0.839329778,0.85389445,0.850981515,BOB-03,0.599483204
CE V6.1,2.22,3.68,CE,P180,BOB,3,2013,1,0.739821502,0.09053257,0.82449469,0.844583231,0.840565523,BOB-03,0.60326087
CE V6.1,2.34,3.81,CE,P180,BOB,3,2013,2,0.674100164,0.087450113,0.808410101,0.833219152,0.828257342,BOB-03,0.614173228
CE V6.1,0.7,0.7,CE,P180,BOB,3,2013,4,0.767426388,NA,0.836119202,0.849877662,0.84712597,BOB-03,1
CE V6.1,2.52,4.47,CE,P180,BOB,3,2013,7,0.796884529,0.083274316,0.872419108,0.882023954,0.880102985,BOB-03,0.563758389
CE V6.1,2.3,3.9,CE,P180,BOB,3,2013,8,0.7654252,0.115754684,0.848666257,0.861940044,0.859285286,BOB-03,0.58974359
CE V6.1,2.15,3.49,CE,P180,BOB,3,2013,10,0.802878025,0.099544408,0.836778946,0.848020291,0.845772022,BOB-03,0.616045845
CE V6.1,2.59,4.55,CE,P180,BOB,3,2013,11,0.773687401,0.116481964,0.861364636,0.87602759,0.873095,BOB-03,0.569230769
CE V6.1,2.33,4.05,CE,P180,BOB,3,2014,1,0.795071144,0.119040906,0.856290329,0.869214271,0.866629483,BOB-03,0.575308642
CE V6.1,2.17,3.62,CE,P180,BOB,3,2014,2,0.7545881,0.066221636,0.822262288,0.839586051,0.836121298,BOB-03,0.599447514
CE V6.1,2.06,3.36,CE,P180,BOB,3,2014,3,0.751886851,0.051364394,0.828079253,0.838621232,0.836512836,BOB-03,0.613095238
CE V6.1,2.26,3.9,CE,P180,BOB,3,2014,4,0.764792742,0.078354877,0.840800082,0.857061254,0.85380902,BOB-03,0.579487179
CE V6.1,2.46,4.37,CE,P180,BOB,3,2014,5,0.768856296,0.067900724,0.854720822,0.868541694,0.86577752,BOB-03,0.562929062
CE V6.1,2.37,4.08,CE,P180,BOB,4,2012,5,0.775954336,0.187301436,0.843283913,0.860172498,0.856794781,BOB-04,0.580882353
CE V6.1,2.64,4.69,CE,P180,BOB,4,2012,7,0.7809102,0.13770723,0.859482335,0.874601717,0.871577841,BOB-04,0.562899787
CE V6.1,2.64,4.7,CE,P180,BOB,4,2012,8,0.718542309,0.224729656,0.85797081,0.870305284,0.867838389,BOB-04,0.561702128
CE V6.1,2.48,4.37,CE,P180,BOB,4,2012,9,0.734951902,0.152417515,0.843654617,0.859023025,0.855949343,BOB-04,0.567505721
CE V6.1,2.6,4.59,CE,P180,BOB,4,2012,10,0.502947791,0.405075017,0.797932865,0.818709534,0.8145542,BOB-04,0.566448802
CE V6.1,2.34,3.98,CE,P180,BOB,4,2012,11,0.740627252,0.170712115,0.842114718,0.854796052,0.852259785,BOB-04,0.587939698
CE V6.1,2.22,3.73,CE,P180,BOB,4,2012,12,0.735621263,0.171470287,0.821992712,0.838527562,0.835220592,BOB-04,0.595174263
CE V6.1,2.42,4.07,CE,P180,BOB,4,2013,1,0.726291549,0.139814155,0.821963669,0.844081454,0.839657897,BOB-04,0.594594595
CE V6.1,2.35,4.03,CE,P180,BOB,4,2013,3,0.735610528,0.131825345,0.830856136,0.848893176,0.845285768,BOB-04,0.583126551
CE V6.1,2.46,4.2,CE,P180,BOB,4,2013,4,0.693005282,0.124051053,0.836372539,0.852617462,0.849368477,BOB-04,0.585714286
CE V6.1,2.39,4.14,CE,P180,BOB,4,2013,5,0.823629882,0.166013018,0.853451306,0.865865777,0.863382883,BOB-04,0.577294686
CE V6.1,2.41,4.2,CE,P180,BOB,4,2013,6,0.798769821,0.127406782,0.84994305,0.865834993,0.862656605,BOB-04,0.573809524
CE V6.1,2.29,3.88,CE,P180,BOB,4,2013,10,0.788210378,0.10577425,0.841587598,0.855355812,0.852602169,BOB-04,0.590206186
CE V6.1,2.46,4.23,CE,P180,BOB,4,2013,12,0.822074198,0.127809399,0.851741963,0.869957763,0.866314603,BOB-04,0.581560284
CE V6.1,2.46,4.24,CE,P180,BOB,4,2014,1,0.73603743,0.135890069,0.851238129,0.864551237,0.861888615,BOB-04,0.580188679
CE V6.1,2.17,3.79,CE,P180,BOB,4,2014,2,0.746643835,0.077719862,0.797637098,0.822675485,0.817667808,BOB-04,0.572559367
CE V6.1,2.32,4.27,CE,P180,BOB,4,2014,3,0.778230929,0.116023241,0.826018858,0.847386891,0.843113284,BOB-04,0.543325527
CE V6.1,2.44,4.48,CE,P180,BOB,4,2014,4,0.758012242,0.114688077,0.828388151,0.850888004,0.846388033,BOB-04,0.544642857
CE V6.1,2.31,4.21,CE,P180,BOB,4,2014,5,0.759835449,0.106285221,0.819993925,0.844346572,0.839476042,BOB-04,0.548693587
CE V6.1,2.13,3.54,CE,P180,BOB,5,2012,3,0.703588813,0.088417086,0.826634622,0.838646083,0.836243791,BOB-05,0.601694915
CE V6.1,2.02,3.31,CE,P180,BOB,5,2012,4,0.714564051,0.075888175,0.822895503,0.832214164,0.830350432,BOB-05,0.610271903
CE V6.1,2.32,3.84,CE,P180,BOB,5,2012,5,0.745147415,0.09198429,0.843354997,0.853934859,0.851818887,BOB-05,0.604166667
CE V6.1,2.6,4.63,CE,P180,BOB,5,2012,7,0.793497132,0.146378224,0.872922846,0.884705406,0.882348894,BOB-05,0.561555076
CE V6.1,2.46,4.4,CE,P180,BOB,5,2012,8,0.789577679,0.12968038,0.861017751,0.873089257,0.870674956,BOB-05,0.559090909
CE V6.1,2.59,4.66,CE,P180,BOB,5,2012,9,0.788784431,0.195047802,0.86204083,0.877134398,0.874115684,BOB-05,0.555793991
CE V6.1,2.49,4.31,CE,P180,BOB,5,2012,10,0.722419483,0.114610405,0.861047792,0.873853328,0.87129222,BOB-05,0.577726218
CE V6.1,2.36,3.98,CE,P180,BOB,5,2012,11,0.764818139,0.090104014,0.852036561,0.863431073,0.861152171,BOB-05,0.592964824
CE V6.1,2.27,3.66,CE,P180,BOB,5,2013,1,0.753682482,0.078934135,0.826939928,0.846663375,0.842718686,BOB-05,0.620218579
CE V6.1,2.35,4.01,CE,P180,BOB,5,2013,3,0.741247181,0.100217513,0.831914584,0.849817908,0.846237243,BOB-05,0.586034913
CE V6.1,2.04,3.22,CE,P180,BOB,5,2013,5,0.764424431,0.084809992,0.830475216,0.837740586,0.836287512,BOB-05,0.633540373
CE V6.1,2.29,3.83,CE,P180,BOB,5,2013,6,0.771786685,0.102774189,0.849270648,0.860007758,0.857860336,BOB-05,0.597911227
CE V6.1,2.59,4.66,CE,P180,BOB,5,2013,7,0.725125582,0.118128216,0.861649533,0.872027145,0.869951623,BOB-05,0.555793991
CE V6.1,2.2,3.7,CE,P180,BOB,5,2013,8,0.796263005,0.098433125,0.857755602,0.861834499,0.86101872,BOB-05,0.594594595
CE V6.1,2.31,3.86,CE,P180,BOB,5,2014,1,0.795373441,0.078875707,0.853355534,0.865495202,0.863067269,BOB-05,0.598445596
CE V6.1,2.15,3.61,CE,P180,BOB,5,2014,2,0.784605941,0.048958679,0.837133147,0.845206747,0.843592027,BOB-05,0.595567867
CE V6.1,2.43,4.49,CE,P180,BOB,5,2014,3,0.776916915,0.103897298,0.856340364,0.87057472,0.867727849,BOB-05,0.541202673
CE V6.1,2.23,4.51,CE,P180,BOB,5,2014,4,0.754323791,0.132384293,0.810306179,0.834271805,0.82947868,BOB-05,0.494456763
CE V6.1,2.13,3.41,CE,P180,BOB,6,2012,3,0.671886878,0.102328564,0.829316499,0.836743938,0.83525845,BOB-06,0.624633431
CE V6.1,2.09,3.39,CE,P180,BOB,6,2012,4,0.715072174,0.083204795,0.821381103,0.832944905,0.830632144,BOB-06,0.616519174
CE V6.1,2.16,3.54,CE,P180,BOB,6,2012,5,0.783098522,0.102857648,0.839802007,0.851052622,0.848802499,BOB-06,0.610169492
CE V6.1,2.42,4.11,CE,P180,BOB,6,2012,6,0.897305247,0.128766416,0.865944052,0.880668513,0.877723621,BOB-06,0.588807786
CE V6.1,2.46,4.39,CE,P180,BOB,6,2012,7,0.79211095,0.142462124,0.869344952,0.877943525,0.876223811,BOB-06,0.560364465
CE V6.1,2.52,4.57,CE,P180,BOB,6,2012,8,0.702831458,0.162788613,0.860893268,0.867961591,0.866547927,BOB-06,0.551422319
CE V6.1,2.65,4.85,CE,P180,BOB,6,2012,9,0.713900488,0.174692053,0.863120235,0.874899227,0.872543429,BOB-06,0.546391753
CE V6.1,2.39,4.11,CE,P180,BOB,6,2012,10,0.824096797,0.123483443,0.864984084,0.876489508,0.874188423,BOB-06,0.581508516
CE V6.1,2.46,4.23,CE,P180,BOB,6,2012,11,0.787553007,0.098126337,0.836660376,0.855538078,0.851762538,BOB-06,0.581560284
CE V6.1,2.3,3.88,CE,P180,BOB,6,2012,12,0.788047418,0.111968344,0.843720133,0.858433295,0.855490663,BOB-06,0.592783505
CE V6.1,2.27,3.77,CE,P180,BOB,6,2013,3,0.752172483,0.091632635,0.836835202,0.850517548,0.847781079,BOB-06,0.602122016
CE V6.1,2.08,3.3,CE,P180,BOB,6,2013,5,0.778820455,0.095101765,0.830205119,0.840474888,0.838420934,BOB-06,0.63030303
CE V6.1,2.36,3.99,CE,P180,BOB,6,2013,6,0.785293924,0.112551521,0.857317194,0.864145006,0.862779444,BOB-06,0.591478697
CE V6.1,2.53,4.59,CE,P180,BOB,6,2013,7,0.730046886,0.108218605,0.857469472,0.867130147,0.865198012,BOB-06,0.551198257
CE V6.1,2.3,3.96,CE,P180,BOB,6,2014,1,0.841518217,0.100734152,0.852253398,0.864129929,0.861754623,BOB-06,0.580808081
CE V6.1,2.1,3.66,CE,P180,BOB,6,2014,2,0.767854253,0.081440259,0.815670152,0.833910799,0.83026267,BOB-06,0.573770492
CE V6.1,2.38,4.43,CE,P180,BOB,6,2014,3,0.778013288,0.119793741,0.853517389,0.865239877,0.86289538,BOB-06,0.53724605
CE V6.1,2.53,4.32,CE,P180,BOB,1,2013,1,0.782728168,0.154930949,0.853989999,0.869610904,0.866486723,BOB-01,0.585648148
CE V6.1,2.57,4.45,CE,P180,BOB,1,2013,3,0.722946683,0.164290386,0.842722519,0.86028292,0.85677084,BOB-01,0.57752809
CE V6.1,2.82,4.97,CE,P180,BOB,1,2013,4,0.707372472,0.135287877,0.859730746,0.8744745,0.871525749,BOB-01,0.567404427
CE V6.1,2.64,4.62,CE,P180,BOB,1,2013,5,0.748918645,0.11284227,0.859109172,0.870944072,0.868577092,BOB-01,0.571428571
CE V6.1,2.59,4.46,CE,P180,BOB,1,2013,6,0.745695185,0.114158373,0.863440229,0.871790788,0.870120676,BOB-01,0.580717489
CE V6.1,2.79,4.91,CE,P180,BOB,1,2013,7,0.74713845,0.091778378,0.87887047,0.886278167,0.884796628,BOB-01,0.568228106
CE V6.1,2.77,4.83,CE,P180,BOB,1,2013,8,0.757293834,0.149495986,0.873498985,0.881529865,0.879923689,BOB-01,0.573498965
CE V6.1,2.61,4.6,CE,P180,BOB,1,2013,10,0.811129537,0.148822073,0.861289667,0.874848617,0.872136827,BOB-01,0.567391304
CE V6.1,2.47,4.12,CE,P180,BOB,1,2013,12,0.800914111,0.117129281,0.854915996,0.869720561,0.866759648,BOB-01,0.599514563
CE V6.1,2.89,5.12,CE,P180,BOB,1,2014,6,0.870209667,0.137630286,0.88781128,0.901397578,0.898680318,BOB-01,0.564453125
CE V6.1,2.76,4.83,CE,P180,BOB,1,2014,7,0.832806091,0.148702352,0.882559775,0.893765966,0.891524728,BOB-01,0.571428571
CE V6.1,2.89,5.12,CE,P180,BOB,1,2014,8,0.85964043,0.132695168,0.8886372,0.901257159,0.898733167,BOB-01,0.564453125
CE V6.1,2.81,4.91,CE,P180,BOB,1,2014,9,0.760648755,0.099261007,0.884682438,0.89152984,0.890160359,BOB-01,0.572301426
CE V6.1,2.95,5.08,CE,P180,BOB,1,2014,10,0.817021745,0.110334477,0.897818651,0.906865574,0.905056189,BOB-01,0.580708661
CE V6.1,2.39,3.92,CE,P180,BOB,1,2014,11,0.830906489,0.083208903,0.878898598,0.884760667,0.883588253,BOB-01,0.609693878
CE V6.1,2.95,5.06,CE,P180,BOB,1,2014,12,0.818730219,0.091487974,0.900651805,0.908559749,0.90697816,BOB-01,0.583003953
CE V6.1,2.6,4.29,CE,P180,BOB,1,2015,1,0.783809429,0.077273246,0.868807732,0.87941949,0.877297138,BOB-01,0.606060606
CE V6.1,2.44,3.98,CE,P180,BOB,1,2015,2,0.763722206,0.079839972,0.850849252,0.86659245,0.86344381,BOB-01,0.613065327
CE V6.1,2.5,4.14,CE,P180,BOB,1,2015,3,0.795273796,0.099116146,0.865861754,0.877671153,0.875309273,BOB-01,0.603864734
CE V6.1,2.68,4.5,CE,P180,BOB,1,2015,4,0.831607888,0.15395841,0.888712551,0.899598964,0.897421682,BOB-01,0.595555556
CE V6.1,2.82,4.96,CE,P180,BOB,1,2015,6,0.822415378,0.092858403,0.880788474,0.895549176,0.892597036,BOB-01,0.568548387
CE V6.1,2.97,5.22,CE,P180,BOB,1,2015,8,0.83012161,0.142045328,0.867897548,0.88842455,0.88431915,BOB-01,0.568965517
CE V6.1,2.8,4.8,CE,P180,BOB,1,2015,9,0.839126555,0.093761406,0.89764771,0.906520429,0.904745885,BOB-01,0.583333333
CE V6.1,2.79,4.87,CE,P180,BOB,1,2015,10,0.75304489,0.113753361,0.878685289,0.889548211,0.887375626,BOB-01,0.572895277
CE V6.1,2.45,4,CE,P180,BOB,1,2015,11,0.784902694,0.079115507,0.848426393,0.863868906,0.860780403,BOB-01,0.6125
CE V6.1,2.61,4.44,CE,P180,BOB,1,2015,12,0.821135242,0.11406902,0.884813603,0.893771419,0.891979856,BOB-01,0.587837838
CE V6.1,2.61,4.36,CE,P180,BOB,1,2016,1,0.721516994,0.089975713,0.853575607,0.868641364,0.865628213,BOB-01,0.598623853
CE V6.1,2.53,4.26,CE,P180,BOB,1,2016,2,0.731993749,0.079734158,0.836555163,0.85744512,0.853267129,BOB-01,0.593896714
CE V6.1,2.5,4.25,CE,P180,BOB,1,2016,3,0.752443297,0.067215123,0.84997788,0.86625909,0.863002848,BOB-01,0.588235294
CE V6.1,2.74,4.81,CE,P180,BOB,1,2016,4,0.796496333,0.115568183,0.880775163,0.892114185,0.889846381,BOB-01,0.56964657
CE V6.1,2.45,4.04,CE,P180,BOB,1,2017,1,0.715021925,0.102978096,0.842940687,0.856761818,0.853997592,BOB-01,0.606435644
CE V6.1,2.54,4.29,CE,P180,BOB,1,2017,2,0.739338927,0.11827616,0.843332444,0.861205,0.857630489,BOB-01,0.592074592
CE V6.1,2.39,3.9,CE,P180,BOB,1,2017,3,0.720218455,0.106887901,0.829014213,0.846950428,0.843363185,BOB-01,0.612820513
CE V6.1,2.48,4.07,CE,P180,BOB,1,2017,4,0.660826686,0.117979128,0.848723219,0.855696055,0.854301487,BOB-01,0.609336609
CE V6.1,2.57,4.46,CE,P180,BOB,1,2017,5,0.787012749,0.109799834,0.851123411,0.866987687,0.863814832,BOB-01,0.576233184
